"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)","[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",20191231,20181231,20171231
concept_id,label_ko,label_en,class0,class1,class2,class3,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,49062694605.0,57191824002.0,80199403177.0
ifrs-full_CashAndCashEquivalents,현금및현금성자산,Cash and cash equivalents,재무상태표 [abstract],자산 [abstract],유동자산,현금및현금성자산,6773378266.0,1920486142.0,15702336066.0
dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,Short-term deposits not classified as cash equivalents,재무상태표 [abstract],자산 [abstract],유동자산,단기금융상품,1866000000.0,6174074.0,
dart_CurrentFinancialAssetDesignationAsAtFairValueThroughProfitOrLoss,당기손익인식금융자산,Current financial asset designation as at fair value through profit or loss,재무상태표 [abstract],자산 [abstract],유동자산,당기손익인식금융자산,,,7309310247.0
entity00530556_udf_BS_201932611953168_CurrentAssets,당기손익-공정가치금융자산,Profit or loss - Fair value Financial assets,재무상태표 [abstract],자산 [abstract],유동자산,당기손익-공정가치금융자산,7319601268.0,9752710517.0,
dart_ShortTermTradeReceivable,매출채권,Short-term trade Receivable,재무상태표 [abstract],자산 [abstract],유동자산,매출채권,16527801926.0,14248025556.0,20169722257.0
entity00530556_udf_BS_20171123104358991_CurrentAssets,기타수취채권,Other receivables,재무상태표 [abstract],자산 [abstract],유동자산,기타수취채권,3908625625.0,3632262189.0,3046015374.0
dart_OtherCurrentAssets,기타유동자산,Other current assets,재무상태표 [abstract],자산 [abstract],유동자산,기타유동자산,2141867236.0,1292780835.0,3002436487.0
dart_CurrentFirmCommitmentAsset,계약자산,Current firm commitment asset,재무상태표 [abstract],자산 [abstract],유동자산,계약자산,304726364.0,1318898333.0,3761708851.0
ifrs-full_CurrentTaxAssets,당기법인세자산,Current tax assets,재무상태표 [abstract],자산 [abstract],유동자산,당기법인세자산,2812530.0,20105784.0,
ifrs-full_Inventories,재고자산,Inventories,재무상태표 [abstract],자산 [abstract],유동자산,재고자산,10217881390.0,25000380572.0,27207873895.0
ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,122944424661.0,77713116512.0,43867100135.0
dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,Long-term deposits not classified as cash equivalents,재무상태표 [abstract],자산 [abstract],비유동자산,장기금융상품,70899441.0,,
entity00530556_udf_BS_201932710125322_NoncurrentAssets,당기손익-공정가치금융자산,Financial assets at fair value through profit or loss,재무상태표 [abstract],자산 [abstract],비유동자산,당기손익-공정가치금융자산,8499773520.0,2015289532.0,700409216.0
entity00530556_udf_BS_2019326111223610_NoncurrentAssets,기타포괄손익-공정가치 금융자산,Other comprehensive income - fair value financial assets,재무상태표 [abstract],자산 [abstract],비유동자산,기타포괄손익-공정가치 금융자산,735798258.0,829737318.0,1209950000.0
ifrs-full_InvestmentsInAssociates,관계기업투자주식,Investments in associates,재무상태표 [abstract],자산 [abstract],비유동자산,관계기업투자주식,8496187043.0,13032512700.0,3061298649.0
ifrs-full_PropertyPlantAndEquipment,유형자산,"Property, plant and equipment",재무상태표 [abstract],자산 [abstract],비유동자산,유형자산,49956908051.0,37714483277.0,22216550831.0
ifrs-full_InvestmentProperty,투자부동산,Investment property,재무상태표 [abstract],자산 [abstract],비유동자산,투자부동산,34707502480.0,14994535350.0,9566313210.0
ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,Intangible assets other than goodwill,재무상태표 [abstract],자산 [abstract],비유동자산,무형자산,10342594996.0,6508989659.0,4813935243.0
ifrs-full_RightofuseAssets,사용권자산,Right-of-use assets,재무상태표 [abstract],자산 [abstract],비유동자산,사용권자산,252148271.0,,
entity00530556_udf_BS_2017112310499774_NoncurrentAssets,기타비유동수취채권,Other non-current receivables,재무상태표 [abstract],자산 [abstract],비유동자산,기타비유동수취채권,3095109147.0,2444050762.0,2118679972.0
