"[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)","[D520000] Statement of cash flows, indirect method - Consolidated financial statements (Unit: KRW)",20190101-20191231,20180101-20181231,20170101-20171231
concept_id,label_ko,label_en,class0,class1,class2,class3,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동현금흐름,Cash flows from (used in) operating activities,현금흐름표 [abstract],영업활동현금흐름,,,33702851987.0,55070958279.0,56545812210.0
dart_ProfitLossForStatementOfCashFlows,당기순이익(손실),Profit (loss),현금흐름표 [abstract],영업활동현금흐름,당기순이익(손실),,25563082881.0,69765654196.0,69993572739.0
ifrs-full_AdjustmentsForReconcileProfitLoss,당기순이익조정을 위한 가감,Adjustments to reconcile profit (loss),현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,,35547975595.0,43050872787.0,32108720255.0
ifrs-full_AdjustmentsForIncomeTaxExpense,법인세비용,Adjustments for income tax expense,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,법인세비용,-413114430.0,15333830817.0,15253644750.0
dart_AdjustmentsForProvisionForSeveranceIndemnities,퇴직급여,Adjustments for provision for severance indemnities,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,퇴직급여,3263058482.0,2754033428.0,2044055360.0
dart_AdjustmentsForBadDebtExpenses,대손상각비,Adjustments for bad debt expenses,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,대손상각비,11543773232.0,3155423449.0,1269925900.0
dart_AdjustmentsForDepreciationExpense,감가상각비,Adjustments for depreciation expense,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,감가상각비,14963992198.0,13395884992.0,6668641035.0
dart_AdjustmentsForAmortisationExpense,무형자산상각비,Adjustments for amortisation expense,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,무형자산상각비,3176779509.0,2651354076.0,1578294758.0
dart_AdjustmentsForImpairmentLossesOfIntangibleAssets,무형자산손상차손,Adjustments for impairment losses of intangible assets,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,무형자산손상차손,313353460.0,0.0,0.0
dart_AdjustmentsForLossesOnForeignExchangeTranslations,외화환산손실,Adjustments for losses on foreign exchange translations,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,외화환산손실,596871467.0,478491974.0,1416246064.0
dart_AdjustmentsForLossesOnDisposalsOfFinancialAssets,금융자산처분손실,Adjustments for losses on disposals of financial assets,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,금융자산처분손실,0.0,0.0,0.0
dart_AdjustmentsForLossesOnDispositionOfPropertyPlantAndEquipment,유형자산처분손실,Adjustments for losses on disposition of property plant and equipment,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,유형자산처분손실,764059246.0,0.0,76405724.0
dart_AdjustmentsForLossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,지분법손실,Adjustments for losses of associates and joint ventures accounted for using equity method,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,지분법손실,0.0,0.0,933254997.0
dart_AdjustmentsForLossesOnEvaluationOfFairValueFinancialAssets,당기손익인식금융자산평가손실,Adjustments for losses on evaluation of fair value financial assets,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,당기손익인식금융자산평가손실,0.0,0.0,0.0
dart_AdjustmentsForLossesOnEvaluationOfDerivativeFinancialAssets,파생상품평가손실,Adjustments for losses on evaluation of financial derivatives,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,파생상품평가손실,1166961919.0,192386339.0,3744565245.0
entity00580199_udf_CF_201851485254360_AdjustmentsForReconcileProfitLoss,금융상품평가손실,Adjustments for losses on evaluation of financial instruments,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,금융상품평가손실,45709113.0,304110000.0,0.0
dart_AdjustmentsForImpairmentLossesOfInvestmentAssets,투자자산손상차손,Adjustments for impairment losses of investment assets,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,투자자산손상차손,0.0,1567206729.0,0.0
entity00580199_udf_CF_2020326132117442_AdjustmentsForReconcileProfitLoss,영업권손상차손,Goodwill Impairment,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,영업권손상차손,2459556202.0,0.0,0.0
dart_AdjustmentsForInterestExpenses,이자비용,Adjustments for Interest expenses,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,이자비용,2080950801.0,1869964328.0,2062902920.0
dart_AdjustmentsForGainOnForeignExchangeTranslations,외화환산이익,Adjustments for gain on foreign exchange translations,현금흐름표 [abstract],영업활동현금흐름,당기순이익조정을 위한 가감,외화환산이익,1237851293.0,212786208.0,6098581431.0
