Statement of financial position(Unit: KWR),20081231,20071231,20061231,20051231,20041231,20031231,20021231,20011231
label_ko,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
자산,,,,,,,,
Ⅰ.유동자산,24612016955.0,17452040903.0,27869455848.0,28366892783.0,31097733496.0,29548247927.0,37466630756.0,35375291230.0
(1)당좌자산,15363523021.0,10954248515.0,15635184515.0,14955357370.0,18697476809.0,17318977908.0,24734148600.0,23767184004.0
1.현금및현금성자산(주석16),245132357.0,260991774.0,3141833274.0,1095562071.0,55387389.0,277466139.0,1105385767.0,1105707332.0
2.단기금융상품(주석3),1116380419.0,1168725866.0,2358155754.0,1621678513.0,1476219075.0,2136615556.0,4600190862.0,6755225039.0
3.매도가능증권(주석6과16),251500000.0,11216000.0,22395000.0,166237000.0,171232000.0,209330000.0,,
4.매출채권,11463331388.0,6670510871.0,7617327827.0,11453834141.0,17139552534.0,15616558606.0,18300902965.0,14179970556.0
대손충당금,-5566867110.0,-2997232551.0,-2192094800.0,4657505409.0,10950475514.0,7718979764.0,15426056803.0,12422022246.0
5.단기대여금(주석4와17),6716188486.0,2777100726.0,1481236154.0,1167044460.0,361124610.0,340866685.0,561555568.0,791133673.0
대손충당금,-5411296628.0,-2997232551.0,-2192094800.0,4657505409.0,10950475514.0,7718979764.0,15426056803.0,12422022246.0
6.미수금(주석16),2912025467.0,1357190396.0,1614319889.0,2490993222.0,2094845055.0,1885058144.0,487569616.0,471940420.0
대손충당금,-1270118518.0,-2997232551.0,-2192094800.0,4657505409.0,10950475514.0,7718979764.0,15426056803.0,12422022246.0
7.임직원불법행위미수금(주석5와14),7377344270.0,,,,,,,
대손충당금,-7377344270.0,-2997232551.0,-2192094800.0,4657505409.0,10950475514.0,7718979764.0,15426056803.0,12422022246.0
8.미수수익,85889071.0,24428805.0,54657367.0,92165318.0,59145377.0,97090538.0,112191535.0,78705965.0
9.선급금,5949519230.0,2362902269.0,2436363351.0,644118072.0,311890336.0,727428704.0,747408662.0,1068770185.0
대손충당금,-1200302229.0,-2997232551.0,-2192094800.0,4657505409.0,10950475514.0,7718979764.0,15426056803.0,12422022246.0
10.선급비용,62062071.0,148737750.0,309337697.0,275631863.0,513608823.0,483263125.0,306246207.0,263480147.0
11.선급법인세,10079017.0,23421421.0,21043081.0,844044.0,18352607.0,26707803.0,37192299.0,116252750.0
(2)재고자산,9248493934.0,6497792388.0,12234271333.0,13411535413.0,12400256687.0,12229270019.0,12732482156.0,11608107226.0
1.제품,7183235565.0,4435926720.0,4710833789.0,5150477315.0,3914962429.0,3754772736.0,4430236015.0,4241209471.0
평가충당금,-4217264932.0,,,,,,,
2.재공품,1217838441.0,1900918383.0,1816829457.0,1039357589.0,679685484.0,973170203.0,1165583684.0,692610165.0
3.원재료,7874384806.0,,,,,,,
평가충당금,-2906100825.0,,,,,,,
4.부재료,49858321.0,,,,,,,
5.상품,70307899.0,75862815.0,63471807.0,123732655.0,69261779.0,90768612.0,139037584.0,49102450.0
평가충당금,-23765341.0,,,,,,,
Ⅱ.비유동자산,22570697939.0,7014327050.0,12764098638.0,12830368955.0,15782544898.0,21928423426.0,25645979586.0,25465286697.0
(1)투자자산,5414307604.0,3042889382.0,3974619461.0,3927621805.0,4257290732.0,4603389715.0,6259814466.0,4464701732.0
1.장기금융상품(주석3),82820000.0,11078160.0,16078160.0,13078160.0,13078160.0,68058420.0,108377452.0,558013386.0
2.장기대여금(주석17),667677583.0,100000000.0,100000000.0,100000000.0,,,,
3.대손충당금,-200250000.0,-2997232551.0,-2192094800.0,4657505409.0,10950475514.0,7718979764.0,15426056803.0,12422022246.0
4.장기매도가능증권(주석6),763879500.0,,,328147940.0,3599359440.0,3563185600.0,5955352791.0,
