Statement of financial position(Unit: KWR),20001231,19991231,19981231,19971231
label_ko,"('연결재무제표',)","('연결재무제표',)","('연결재무제표',)","('연결재무제표',)"
자산,,,,
Ⅰ.유동자산,14526935704.0,25793829836.0,-27688728526.0,-52850714874.0
(1)당좌자산,5725300619.0,12098933813.0,-13362983153.0,-31025420052.0
1.현금및현금등가물,932138789.0,2436863404.0,,
"2.단기금융상품(주석3,4)",334613000.0,501383000.0,,
"3.유가증권(주석3,5)",4070000.0,142888455.0,9280000.0,519521000.0
"4.매출채권(주석3,7)",5872248028.0,8310781611.0,8747614674.0,15075611802.0
대손충당금,2115326130.0,7350814065.0,8747614674.0,15075611802.0
5.미수금,279516212.0,181886735.0,177976467.0,119706689.0
대손충당금,213187948.0,178249001.0,8747614674.0,15075611802.0
6.미수수익,23534839.0,114862967.0,52010269.0,1210967153.0
7.부가가치세대급금,28878506.0,,,
8.선급금,47218085.0,24847546.0,48104137.0,369239506.0
9.선급비용,19433996.0,297829769.0,1191954415.0,1202067874.0
10.선급제세,95274245.0,569392966.0,374439124.0,763833668.0
"(2)재고자산(주석3,10)",8801635085.0,13694896023.0,-14325745373.0,-21825294822.0
1.상품,174060852.0,3584700595.0,4271840204.0,6999611367.0
2.제품,4530276785.0,5533286515.0,5348615486.0,7364657294.0
3.재공품,345951987.0,486550564.0,796298582.0,1477144299.0
4.원재료,1340854767.0,1362133507.0,1452037069.0,2438741268.0
5.부재료,1568892259.0,1619881647.0,1573536081.0,1857957738.0
6.저장품,841395624.0,1048322188.0,826039792.0,1375461983.0
7.미착품,202811.0,60021007.0,57378159.0,311720873.0
Ⅱ.고정자산,28999536071.0,36821652250.0,-36629566378.0,-67218943525.0
(1)투자자산,1384968114.0,2272366708.0,-4297778899.0,-22824283086.0
"1.장기금융상품(주석3,4)",2500000.0,10500000.0,,
"2.투자유가증권(주석3,6)",1170000.0,97455753.0,707017020.0,12699531937.0
3.보증금,1331143999.0,2116987191.0,3132401818.0,4448484405.0
4.단체퇴직보험,,,,
"예치금(주석3,13)",50154115.0,47423764.0,,
(2)유형자산,27483165105.0,34369831829.0,-32139473759.0,-44002031783.0
"(주석3,8,9,10,22,23)",,,,
1.토지(주석8),11166210130.0,13046835600.0,11529334410.0,16369859562.0
2.건물,14386082717.0,16320375019.0,15844970082.0,20033124078.0
감가상각누계액,7745807791.0,9498731495.0,15844970082.0,20033124078.0
3.구축물,443261099.0,557884168.0,557884168.0,1090188022.0
감가상각누계액,-214567667.0,-244667024.0,15844970082.0,20033124078.0
4.기계장치,3057814284.0,3057814284.0,3036155869.0,11547868279.0
감가상각누계액,-2525391148.0,-2302711540.0,15844970082.0,20033124078.0
5.차량운반구,789098511.0,821463081.0,1147194249.0,1776673717.0
감가상각누계액,-690613357.0,-643828895.0,15844970082.0,20033124078.0
6.공기구비품,14170179103.0,17556933894.0,,
감가상각누계액,-11486437437.0,-8934678078.0,15844970082.0,20033124078.0
7.입목,54740000.0,54740000.0,54740000.0,54740000.0
8.건설중인자산(주석22),3424598027.0,3424598027.0,4892282027.0,4899202027.0
(3)무형자산(주석3),131402852.0,179453713.0,-192313720.0,-238513274.0
1.산업재산권,123647412.0,170819793.0,,
2.기타의무형자산,7755440.0,8633920.0,,
자산총계,43526471775.0,62615482086.0,64318294904.0,120069658399.0
부채,,,,
Ⅰ.유동부채,84401742755.0,14698423082.0,-16309884675.0,-88439484771.0
1.매입채무,3208357242.0,3817822197.0,2535633659.0,5035826939.0
2.단기차입금,850194585.0,500000000.0,1000000000.0,63683873380.0
3.미지급금,3385038230.0,4387401408.0,3380988633.0,5520710347.0
4.선수금,51704234.0,11973630.0,2430391.0,37745283.0
5.예수금,298401840.0,524457338.0,397020990.0,451005900.0
6.미지급비용,2558044585.0,37307103.0,,324802566.0
7.미지급법인세,23362574.0,23028756.0,931658509.0,23028756.0
8.미지급배당금,19899690.0,19899690.0,19899690.0,19899690.0
9.부가가치세예수금,19333598.0,404002282.0,,
10.수입보증금,2512996116.0,4832609855.0,7621490755.0,10454384855.0
"11.유동성장기부채(주석12,16)",55910400504.0,139920823.0,,193306800.0
12.주주임원단기채무(주석9),2131203016.0,,,
"13.유동성보증채무(주석9,14)",8432806541.0,,,
14.유동성전환사채(주석11),5000000000.0,,,
Ⅱ.고정부채,3996789751.0,76925154104.0,-72584130922.0,-13423620141.0
1.전환사채,,5000000000.0,,
2.장기차입금(주석12),1736180.0,58115453486.0,60860579018.0,7943937911.0
3.장기미지금금(주석12),1665000000.0,2199330776.0,,
"4.퇴직급여충당금(주석3,13)",2642383366.0,3590692371.0,3585272375.0,3983578652.0
국민연금전환금,-301572670.0,-413129070.0,3585272375.0,3983578652.0
"퇴직신탁예치금(주석3,13)",2319296446.0,3177563301.0,,
5.보증채무,,8432806541.0,8591177499.0,
부채총계,88398532506.0,91623577186.0,88894015597.0,102036688912.0
자본,,,,
Ⅰ.자본금,7500000000.0,7500000000.0,-7500000000.0,
1.보통주자본금(주석18),7500000000.0,7500000000.0,7500000000.0,
Ⅱ.연결결손금(주석18),52250257331.0,36386291700.0,,
1.차기이월결손금,-52250257331.0,-36386291700.0,,
(연결당기순손실),,,,
"(당기:15,863,965,631원)",,,,
"(전기:7,338,075,065원)",,,,
Ⅲ.연결자본조정,-121803400.0,-121803400.0,-12579834387.0,-10898456967.0
1.자기주식처분손실,-121803400.0,-121803400.0,,
자본총계,-44872060731.0,-29008095100.0,-24575720693.0,16767135779.0
부채와자본총계,43526471775.0,62615482086.0,,
